zaxis,yaxis,H,B,C,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Se,Ag,Sb,Ba,Pb,Bi,U,REE
H,H,3320,206,341,3297,235,740,576,911,1073,535,553,250,376,1038,205,191,481,793,71,376,239,406,26,4,38,166,247,44,283,219
H,B,206,206,14,205,20,52,62,60,83,3,9,30,11,93,5,4,17,20,0,4,0,2,0,0,0,6,5,0,1,11
H,C,341,14,341,327,18,69,61,55,49,22,36,23,15,110,2,6,19,23,14,39,17,4,0,0,0,14,28,0,41,58
H,O,3297,205,327,3297,232,740,576,911,1071,535,553,245,376,1038,205,190,481,793,70,375,239,406,26,4,38,166,246,43,283,219
H,F,235,20,18,232,235,101,45,107,122,46,28,15,42,96,49,6,40,48,0,6,3,3,0,1,1,33,8,0,10,35
H,Na,740,52,69,740,101,740,142,243,432,99,109,57,176,296,105,29,123,174,2,20,15,42,2,0,7,62,5,1,36,50
H,Mg,576,62,61,576,45,142,576,217,223,100,68,35,73,177,23,29,90,162,10,22,37,52,1,0,2,24,10,1,26,16
H,Al,911,60,55,911,107,243,217,911,472,181,151,40,142,344,27,38,100,215,11,48,40,49,4,0,6,55,32,1,23,57
H,Si,1073,83,49,1071,122,432,223,472,1073,18,43,61,226,496,147,30,233,281,8,31,37,19,1,0,3,97,34,1,21,104
H,P,535,3,22,535,46,99,100,181,18,535,27,4,39,153,11,18,111,193,2,43,45,12,0,0,0,36,31,11,52,28
H,S,553,9,36,553,28,109,68,151,43,27,553,36,69,99,3,12,28,134,21,96,58,23,3,1,10,6,57,4,62,13
H,Cl,250,30,23,245,15,57,35,40,61,4,36,250,36,80,8,4,32,48,6,66,12,20,2,3,3,12,44,2,2,5
H,K,376,11,15,376,42,176,73,142,226,39,69,36,376,143,58,16,52,100,1,17,11,14,1,1,3,41,6,1,29,9
H,Ca,1038,93,110,1038,96,296,177,344,496,153,99,80,143,1038,58,60,165,229,4,57,34,114,3,0,6,46,23,2,61,95
H,Ti,205,5,2,205,49,105,23,27,147,11,3,8,58,58,205,10,51,82,0,2,17,6,0,0,4,47,3,0,10,37
H,V,191,4,6,190,6,29,29,38,30,18,12,4,16,60,10,191,27,29,3,13,7,13,0,0,1,13,15,5,21,7
H,Mn,481,17,19,481,40,123,90,100,233,111,28,32,52,165,51,27,481,152,3,7,42,70,0,0,3,35,20,0,6,26
H,Fe,793,20,23,793,48,174,162,215,281,193,134,48,100,229,82,29,152,793,10,33,62,100,1,1,8,47,46,11,20,49
H,Ni,71,0,14,70,0,2,10,11,8,2,21,6,1,4,0,3,3,10,71,9,3,11,1,0,2,0,1,1,4,0
H,Cu,376,4,39,375,6,20,22,48,31,43,96,66,17,57,2,13,7,33,9,376,41,97,12,2,7,2,62,8,18,11
H,Zn,239,0,17,239,3,15,37,40,37,45,58,12,11,34,17,7,42,62,3,41,239,59,0,1,5,2,29,0,6,4
H,As,406,2,4,406,3,42,52,49,19,12,23,20,14,114,6,13,70,100,11,97,59,406,0,0,14,9,49,14,36,14
H,Se,26,0,0,26,0,2,1,4,1,0,3,2,1,3,0,0,0,1,1,12,0,0,26,0,0,1,8,1,8,0
H,Ag,4,0,0,4,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,2,1,0,0,4,0,0,3,0,0,0
H,Sb,38,0,0,38,1,7,2,6,3,0,10,3,3,6,4,1,3,8,2,7,5,14,0,0,38,0,4,0,0,0
H,Ba,166,6,14,166,33,62,24,55,97,36,6,12,41,46,47,13,35,47,0,2,2,9,1,0,0,166,4,0,15,16
H,Pb,247,5,28,246,8,5,10,32,34,31,57,44,6,23,3,15,20,46,1,62,29,49,8,3,4,4,247,5,33,5
H,Bi,44,0,0,43,0,1,1,1,1,11,4,2,1,2,0,5,0,11,1,8,0,14,1,0,0,0,5,44,7,0
H,U,283,1,41,283,10,36,26,23,21,52,62,2,29,61,10,21,6,20,4,18,6,36,8,0,0,15,33,7,283,19
H,REE,219,11,58,219,35,50,16,57,104,28,13,5,9,95,37,7,26,49,0,11,4,14,0,0,0,16,5,0,19,219
B,H,206,206,14,205,20,52,62,60,83,3,9,30,11,93,5,4,17,20,0,4,0,2,0,0,0,6,5,0,1,11
B,B,206,301,14,295,38,66,99,87,127,7,9,39,22,120,12,6,33,52,1,6,1,8,0,0,3,15,8,0,1,26
B,C,14,14,14,14,1,1,7,2,4,0,0,3,0,8,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,1
B,O,205,295,14,295,34,64,99,87,126,7,9,39,20,120,11,6,33,52,1,6,1,8,0,0,3,15,8,0,1,26
B,F,20,38,1,34,38,14,11,11,26,5,2,3,6,17,2,2,4,8,0,0,0,5,0,0,0,6,4,0,0,12
B,Na,52,66,1,64,14,66,15,23,43,1,3,4,7,16,3,3,7,12,0,0,0,2,0,0,0,4,0,0,0,5
B,Mg,62,99,7,99,11,15,99,32,35,3,1,13,4,24,4,5,11,26,0,0,0,4,0,0,3,2,2,0,0,1
B,Al,60,87,2,87,11,23,32,87,68,0,3,5,7,29,3,1,8,26,0,0,0,2,0,0,1,0,0,0,1,7
B,Si,83,127,4,126,26,43,35,68,127,3,3,9,11,50,9,4,16,31,0,0,0,3,0,0,0,15,5,0,1,23
B,P,3,7,0,7,5,1,3,0,3,7,0,0,0,3,1,2,3,2,0,0,0,2,0,0,0,1,0,0,0,3
B,S,9,9,0,9,2,3,1,3,3,0,9,2,1,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
B,Cl,30,39,3,39,3,4,13,5,9,0,2,39,5,19,3,1,4,6,0,1,1,0,0,0,0,4,4,0,0,1
B,K,11,22,0,20,6,7,4,7,11,0,1,5,22,7,1,0,1,0,0,0,1,0,0,0,0,4,3,0,0,2
B,Ca,93,120,8,120,17,16,24,29,50,3,8,19,7,120,3,0,10,18,0,2,0,5,0,0,0,7,3,0,1,18
B,Ti,5,12,0,11,2,3,4,3,9,1,0,3,1,3,12,1,1,5,0,0,0,0,0,0,0,6,0,0,0,2
B,V,4,6,0,6,2,3,5,1,4,2,0,1,0,0,1,6,0,0,0,0,0,2,0,0,0,1,0,0,0,0
B,Mn,17,33,1,33,4,7,11,8,16,3,0,4,1,10,1,0,33,8,0,0,0,0,0,0,3,1,1,0,0,4
B,Fe,20,52,0,52,8,12,26,26,31,2,2,6,0,18,5,0,8,52,1,1,0,2,0,0,2,2,0,0,0,8
B,Ni,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
B,Cu,4,6,1,6,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0
B,Zn,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
