zaxis,yaxis,H,Li,Be,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Nd,Sm,Gd,Dy,Er,Yb,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U
H,H,3261,63,73,203,338,126,3239,197,719,523,880,1051,527,530,240,343,998,9,202,190,48,435,751,40,64,364,225,4,10,398,25,5,1,96,79,77,102,45,0,0,0,4,12,2,27,36,52,11,14,156,32,92,20,1,1,0,1,2,0,13,24,0,0,0,0,0,10,7,229,44,26,279
H,Li,63,63,6,10,3,0,63,12,26,11,31,45,13,1,2,10,15,0,7,0,0,8,14,0,0,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H,Be,73,6,73,5,1,0,73,4,18,5,12,38,27,0,1,5,39,1,0,0,0,13,10,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
H,B,203,10,5,203,13,3,202,17,53,62,57,84,4,9,31,11,94,0,7,4,5,16,21,0,0,4,0,0,0,2,0,0,1,9,7,2,2,0,0,0,0,0,0,0,1,0,0,0,1,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
H,C,338,3,1,13,338,22,325,15,70,57,55,49,22,34,24,15,107,0,2,5,5,17,22,4,14,39,17,0,1,4,0,0,0,12,28,9,4,0,0,0,0,0,0,0,0,0,2,0,0,13,7,17,8,0,1,0,1,1,0,1,1,0,0,0,0,0,3,0,27,0,2,40
H,N,126,0,0,3,22,126,117,5,22,14,22,9,19,50,23,10,8,0,0,8,0,2,18,1,4,12,1,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,0,11
H,O,3239,63,73,202,325,117,3239,194,719,523,880,1049,527,530,235,343,998,9,202,189,48,435,751,40,63,363,225,4,10,398,25,5,1,96,79,77,102,45,0,0,0,4,12,2,26,36,52,11,14,156,32,92,20,1,1,0,1,2,0,13,24,0,0,0,0,0,10,7,228,43,26,279
H,F,197,12,4,17,15,5,194,197,85,35,90,102,37,27,15,29,88,0,44,5,4,32,37,0,0,6,3,0,0,3,0,1,0,9,17,6,17,0,0,0,0,0,1,0,0,0,0,0,5,26,2,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,4,10
H,Na,719,26,18,53,70,22,719,85,719,129,220,415,94,108,57,158,275,3,108,27,8,107,164,3,2,19,15,0,0,40,2,0,0,42,26,62,59,8,0,0,0,0,0,0,2,7,0,3,4,55,3,26,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,6,1,6,37
H,Mg,523,11,5,62,57,14,523,35,129,523,194,201,89,61,35,62,158,4,21,23,13,55,132,2,5,20,27,0,0,45,1,0,0,6,0,3,6,5,0,0,0,0,0,0,3,2,8,3,0,15,2,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,1,0,23
H,Al,880,31,12,57,55,22,880,90,220,194,880,457,170,146,41,117,321,0,23,35,5,84,186,1,7,44,37,1,3,47,4,0,0,31,13,2,4,4,0,0,0,0,1,0,7,5,1,0,2,44,15,26,4,1,0,0,0,0,0,2,4,0,0,0,0,0,1,1,29,1,4,20
H,Si,1051,45,38,84,49,9,1049,102,415,201,457,1051,18,43,59,206,476,5,141,29,14,206,257,1,7,29,36,0,1,17,1,0,0,46,30,64,61,0,0,0,0,0,0,0,8,2,0,0,9,93,17,54,6,0,1,0,1,2,0,0,6,0,0,0,0,0,0,0,30,1,8,19
H,P,527,13,27,4,22,19,527,37,94,89,170,18,527,24,4,33,146,3,12,16,2,101,181,1,2,42,43,1,1,10,0,0,0,14,9,9,5,6,0,0,0,0,2,0,0,0,0,0,1,33,3,9,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,30,11,8,52
H,S,530,1,0,9,34,50,530,27,108,61,146,43,24,530,32,61,96,0,3,11,6,21,128,12,16,88,47,1,4,23,3,0,0,5,6,1,3,4,0,0,0,1,8,0,1,10,9,1,0,7,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,49,4,0,59
H,Cl,240,2,1,31,24,23,235,15,57,35,41,59,4,32,240,36,79,0,8,4,4,30,44,2,6,64,10,0,0,19,2,2,0,10,2,20,10,0,0,0,0,2,0,0,2,3,7,2,0,13,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,41,2,0,2
H,K,343,10,5,11,15,10,343,29,158,62,117,206,33,61,36,343,124,0,58,14,3,44,90,0,1,18,9,0,0,14,1,1,0,15,5,13,30,2,0,0,0,1,1,0,0,2,0,2,1,30,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,5,0,1,28
H,Ca,998,15,39,94,107,8,998,88,275,158,321,476,146,96,79,124,998,5,53,56,11,137,206,5,5,56,32,0,2,112,3,0,0,38,31,40,44,9,0,0,0,0,1,0,7,5,6,3,4,36,12,43,6,0,1,0,1,1,0,3,7,0,0,0,0,0,0,0,18,2,15,59
H,Sc,9,0,1,0,0,0,9,0,3,4,0,5,3,0,0,0,5,9,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Ti,202,7,0,7,2,0,202,44,108,21,23,141,12,3,8,58,53,0,202,12,7,40,74,0,0,2,17,0,0,5,0,0,0,19,21,5,59,0,0,0,0,0,0,0,0,3,0,0,3,47,3,22,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,7,13
H,V,190,0,0,4,5,8,189,5,27,23,35,29,16,11,4,14,56,0,12,190,7,26,29,1,2,12,6,0,0,11,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,15,5,0,22
H,Cr,48,0,0,5,5,0,48,4,8,13,5,14,2,6,4,3,11,0,7,7,48,4,8,0,0,4,4,0,0,2,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,5
H,Mn,435,8,13,16,17,2,435,32,107,55,84,206,101,21,30,44,137,1,40,26,4,435,107,1,2,7,35,0,0,64,0,0,0,19,6,19,28,1,0,0,0,0,0,0,4,2,3,0,1,28,5,16,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,21,0,2,7
H,Fe,751,14,10,21,22,18,751,37,164,132,186,257,181,128,44,90,206,2,74,29,8,107,751,5,9,28,58,0,5,96,1,0,0,23,14,23,22,18,0,0,0,1,0,0,8,6,16,0,2,39,14,27,2,0,0,0,0,0,0,3,12,0,0,0,0,0,0,2,44,10,5,22
H,Co,40,0,0,0,4,1,40,0,3,2,1,1,1,12,2,0,5,0,0,1,0,1,5,40,5,5,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4
H,Ni,64,0,0,0,14,4,63,0,2,5,7,7,2,16,6,1,5,0,0,2,0,2,9,5,64,6,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4
H,Cu,364,1,0,4,39,12,363,6,19,20,44,29,42,88,64,18,56,0,2,12,4,7,28,5,6,364,35,0,0,93,12,1,0,1,3,0,0,9,0,0,0,2,8,0,1,5,29,4,0,2,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,59,8,0,18
H,Zn,225,0,3,0,17,1,225,3,15,27,37,36,43,47,10,9,32,0,17,6,4,35,58,0,1,35,225,0,0,59,0,0,0,1,4,0,6,0,0,0,0,1,3,0,7,3,7,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,4
H,Ga,4,0,0,0,0,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
H,Ge,10,0,0,0,1,0,10,0,0,0,3,1,1,4,0,0,2,0,0,0,0,0,5,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
H,As,398,0,3,2,4,8,398,3,40,45,47,17,10,23,19,14,112,1,5,11,2,64,96,18,11,93,59,1,0,398,0,2,0,6,1,0,0,11,0,0,0,0,3,1,0,10,2,1,1,9,5,6,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,46,14,1,35
H,Se,25,0,0,0,0,0,25,0,2,1,4,1,0,3,2,1,3,0,0,0,0,0,1,1,1,12,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,7
H,Br,5,0,0,0,0,3,5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
H,Rb,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Sr,96,1,0,9,12,0,96,9,42,6,31,46,14,5,10,15,38,0,19,8,4,19,23,0,0,1,1,0,0,6,0,0,0,96,6,12,13,0,0,0,0,0,0,0,0,0,0,0,0,11,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3
H,Y,79,2,3,7,28,0,79,17,26,0,13,30,9,6,2,5,31,0,21,6,5,6,14,0,0,3,4,0,0,1,0,0,0,6,79,3,11,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,0,0,0,1,1,0,4,1,0,0,0,0,0,0,0,3,0,5,13
H,Zr,77,3,3,2,9,0,77,6,62,3,2,64,9,1,20,13,40,0,5,0,0,19,23,0,0,0,0,0,0,0,0,0,0,12,3,77,16,1,0,0,0,0,0,0,0,0,0,0,2,3,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
H,Nb,102,0,0,2,4,0,102,17,59,6,4,61,5,3,10,30,44,0,59,0,0,28,22,0,0,0,6,0,0,0,0,0,0,13,11,16,102,3,0,0,0,0,0,0,0,1,0,0,1,19,0,10,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,5,5
H,Mo,45,0,0,0,0,0,45,0,8,5,4,0,6,4,0,2,9,0,0,0,0,1,18,0,0,9,0,0,0,11,0,0,0,0,0,1,3,45,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,9
H,Ru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Rh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Pd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Ag,4,0,0,0,0,0,4,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
H,Cd,12,0,0,0,0,0,12,1,0,0,1,0,2,8,0,1,1,0,0,0,0,0,0,0,0,8,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,In,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Sn,27,0,2,1,0,1,26,0,2,3,7,8,0,1,2,0,7,1,0,0,0,4,8,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Sb,36,0,0,0,0,1,36,0,7,2,5,2,0,10,3,2,5,0,3,0,0,2,6,0,2,5,3,0,0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0
H,Te,52,0,0,0,2,0,52,0,0,8,1,0,0,9,7,0,6,0,0,0,1,3,16,0,1,29,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0
H,I,11,0,0,0,0,1,11,0,3,3,0,0,0,1,2,2,3,0,0,0,2,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
H,Cs,14,2,1,1,0,0,14,5,4,0,2,9,1,0,0,1,4,0,3,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H,Ba,156,2,3,7,13,0,156,26,55,15,44,93,33,7,13,30,36,1,47,14,0,28,39,0,0,2,2,0,0,9,1,0,0,11,5,3,19,1,0,0,0,0,0,0,0,0,0,0,0,156,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,14
H,La,32,0,0,0,7,0,32,2,3,2,15,17,3,0,0,0,12,0,3,2,1,5,14,0,0,2,0,0,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
H,Ce,92,1,3,6,17,0,92,16,26,10,26,54,9,4,3,4,43,0,22,2,1,16,27,0,0,4,1,0,0,6,0,0,0,6,4,7,10,1,0,0,0,0,0,0,0,0,0,0,1,10,3,92,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,4
H,Nd,20,0,1,0,8,0,20,2,0,0,4,6,3,1,0,0,6,0,2,0,0,1,2,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4
H,Sm,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Gd,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H,Dy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Er,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Yb,2,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Hf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Ta,13,0,0,0,1,0,13,1,3,0,2,0,1,0,0,2,3,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,1,2
H,W,24,0,0,0,1,0,24,0,5,2,4,6,1,0,2,0,7,0,1,1,0,4,12,0,0,1,1,0,0,2,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,1
H,Re,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Os,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Ir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Au,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Hg,10,0,0,0,3,3,10,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
H,Tl,7,0,0,0,0,0,7,0,0,0,1,0,0,4,2,2,0,0,0,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
H,Pb,229,0,1,5,27,4,228,7,6,8,29,30,30,49,41,5,18,0,4,15,14,21,44,2,1,59,28,2,5,46,7,0,0,0,3,0,2,1,0,0,0,2,0,0,0,4,16,2,0,2,1,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,229,5,1,28
H,Bi,44,0,0,0,0,2,43,0,1,1,1,1,11,4,2,0,2,0,0,5,1,0,10,4,1,8,0,0,0,14,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,0,7
H,Th,26,0,1,2,2,0,26,4,6,0,4,8,8,0,0,1,15,0,7,0,0,2,5,0,0,0,0,0,0,1,0,0,0,1,5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26,4
H,U,279,1,0,0,40,11,279,10,37,23,20,19,52,59,2,28,59,0,13,22,5,7,22,4,4,18,4,0,0,35,7,0,0,3,13,0,5,9,0,0,0,0,0,0,0,0,0,0,1,14,1,4,4,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,28,7,4,279
Li,H,63,63,6,10,3,0,63,12,26,11,31,45,13,1,2,10,15,0,7,0,0,8,14,0,0,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Li,Li,63,124,11,10,4,0,120,36,50,20,51,88,22,1,2,32,22,0,16,2,0,19,26,0,0,1,2,0,0,1,0,0,1,1,2,5,0,0,0,0,0,0,0,0,2,0,0,0,7,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Li,Be,6,11,11,0,0,0,11,1,5,0,3,6,5,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,B,10,10,0,10,0,0,10,2,4,1,8,9,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,C,3,4,0,0,4,0,4,2,2,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,O,63,120,11,10,4,0,120,32,48,20,48,88,22,1,2,32,21,0,16,2,0,19,26,0,0,1,2,0,0,1,0,0,1,1,2,5,0,0,0,0,0,0,0,0,2,0,0,0,7,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Li,F,12,36,1,2,2,0,32,36,16,8,18,27,4,0,0,10,12,0,6,0,0,3,10,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,Na,26,50,5,4,2,0,48,16,50,11,15,37,9,1,0,13,8,0,10,1,0,7,16,0,0,0,1,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Li,Mg,11,20,0,1,0,0,20,8,11,20,6,17,1,0,1,4,3,0,2,0,0,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,Al,31,51,3,8,1,0,48,18,15,6,51,38,6,0,1,7,7,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,Si,45,88,6,9,0,0,88,27,37,17,38,88,0,0,0,29,13,0,16,2,0,13,20,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,P,13,22,5,0,2,0,22,4,9,1,6,0,22,0,0,2,6,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,S,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Li,Cl,2,2,0,1,0,0,2,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,K,10,32,3,0,0,0,32,10,13,4,7,29,2,1,0,32,7,0,9,2,0,8,4,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Li,Ca,15,22,5,3,2,0,21,12,8,3,7,13,6,0,1,7,22,0,5,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,Sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,Ti,7,16,1,0,0,0,16,6,10,2,0,16,0,0,0,9,5,0,16,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
